aggregation;formula;dimension;layers;train_source;test_source;num_epochs;has_progress_log;final_train_acc;final_test_acc;acc_size_1-10;acc_size_11-20;acc_size_21-30;acc_size_31-40;acc_size_41-50;acc_size_51-60;acc_size_61-70;acc_size_71-80;acc_size_81-90;acc_size_91-100;acc_set_RG;acc_set_CG;acc_set_HC
max;psi_13;3;3;HC;HC;2000;TRUE;0,4552;0,5277;0,8421;0,6329;0,4031;0,4084;0,5974;0,4579;0,5976;0,6543;0,5117;0,4538;0,4364;0,5866;0,4916
max;psi_13;4;4;HC;HC;2000;TRUE;0,9207;0,9233;1;0,962;0,9147;0,9738;0,9351;0,9057;0,8872;0,9867;0,9202;0,8774;0,7608;0,9953;0,922
max;psi_13;5;5;HC;HC;2000;TRUE;0,8759;0,8705;1;0,962;0,8992;0,9476;0,8831;0,9024;0,7652;0,9707;0,8286;0,8151;0,6869;0,9943;0,8732
max;psi_14;2;2;HC;HC;2000;TRUE;0,9564;0,9713;0,9474;0,9241;0,9535;0,9319;0,9784;0,9428;0,997;0,9681;0,9742;0,9978;0,9925;0,8771;0,9639
max;psi_14;3;3;HC;HC;2000;TRUE;0,8874;0,9406;0,8421;0,7848;0,8605;0,8691;0,9524;0,8721;0,997;0,9415;0,9671;0,9957;0,9855;0,866;0,9141
max;psi_14;4;4;HC;HC;2000;TRUE;0,881;0,939;0,7895;0,7722;0,8682;0,8691;0,9481;0,8754;0,9939;0,9415;0,9624;0,9957;0,9837;0,8156;0,9101
max;psi_14;5;5;HC;HC;2000;TRUE;0,9128;0,9512;1;0,8481;0,876;0,8901;0,9437;0,8855;0,9939;0,9681;0,9671;1;0,9879;0,6839;0,9321
max;psi_15;3;3;HC;HC;2000;TRUE;0,8818;0,8847;0,8947;0,8861;0,8372;0,8429;0,8312;0,8721;0,9268;0,9096;0,8967;0,8882;0,931;0,835;0,8833
max;psi_15;4;4;HC;HC;2000;TRUE;0,8596;0,8587;0,8947;0,8354;0,8372;0,8743;0,8658;0,8855;0,8537;0,9069;0,8521;0,8108;0,8561;0,898;0,8592
max;psi_15;5;5;HC;HC;2000;TRUE;0,983;0,9764;1;0,9873;0,9767;0,9791;0,9567;0,9832;0,9756;0,9814;0,9836;0,9677;0,9782;0,9575;0,9797
max;psi_15;6;6;HC;HC;2000;TRUE;0,9679;0,9441;0,9474;0,9494;0,938;0,9267;0,9177;0,9697;0,9512;0,9761;0,9413;0,9204;0,9499;0,9777;0,956
max;psi_15;7;7;HC;HC;2000;TRUE;0,9984;0,9953;1;1;0,9922;0,9948;0,9913;1;0,9939;0,9973;1;0,9892;0,9905;0,9994;0,9968
max;psi_16;2;2;HC;HC;2000;TRUE;0,7597;0,7186;0,3158;0,6456;0,7364;0,712;0,5455;0,7912;0,8933;0,4229;0,8756;0,757;0,9631;0,5957;0,7391
max;psi_16;3;3;HC;HC;2000;TRUE;0,9699;0,9811;1;1;0,9845;0,9895;0,9957;0,9899;0,9634;0,992;0,9742;0,9699;0,9921;0,9862;0,9755
max;psi_16;4;4;HC;HC;2000;TRUE;0,8616;0,9016;0,9474;0,9114;0,7519;0,8325;0,9004;0,8653;0,9329;0,9096;0,9155;0,9505;0,9762;0,8506;0,8817
max;psi_16;5;5;HC;HC;2000;TRUE;0,9695;0,9524;0,5789;0,9114;0,9845;0,9634;0,9394;0,963;0,9482;0,9495;0,9695;0,9505;0,9897;0,9874;0,9609
max;psi_16;6;6;HC;HC;2000;TRUE;0,9278;0,9398;1;0,9494;0,8837;0,911;0,9481;0,9529;0,936;0,9335;0,9437;0,9548;0,9841;0,8931;0,9338
sum;psi_1;2;2;HC;HC;2000;TRUE;0,5059;0,4888;0,4737;0,443;0,4186;0,466;0,4805;0,4781;0,5213;0,5;0,4789;0,514;0,4998;0,3505;0,4973
sum;psi_1;3;3;HC;HC;716;TRUE;0,9984;1;1;1;1;1;1;1;1;1;1;1;0,9968;0,9972;0,9992
sum;psi_1;4;4;HC;HC;836;TRUE;1;1;1;1;1;1;1;1;1;1;1;1;1;0,9915;1
sum;psi_2;2;2;HC;HC;1321;TRUE;0,9699;1;1;1;1;1;1;1;1;1;1;1;0,998;0,8967;0,985
sum;psi_2;3;3;HC;HC;2000;TRUE;0,9322;0,9725;1;0,9873;0,969;0,9267;0,9697;0,9259;0,9939;0,9787;0,9742;0,9978;0,9875;0,9303;0,9524
sum;psi_2;4;4;HC;HC;2000;TRUE;0,9738;0,9898;1;1;1;1;0,9913;0,9764;0,9939;0,9973;0,9859;0,9828;0,9845;0,7198;0,9818
sum;psi_2;5;5;HC;HC;2000;TRUE;0,845;0,8756;1;0,9367;0,7597;0,733;0,8961;0,8013;0,9085;0,8936;0,9085;0,9204;0,9481;0,5912;0,8604
sum;psi_3;2;2;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
sum;psi_3;3;3;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
sum;psi_3;4;4;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
sum;psi_3;5;5;HC;HC;2000;TRUE;0,9905;0,9862;1;0,9873;1;0,9372;0,9957;1;0,9909;0,9947;1;0,9656;0,9877;1;0,9883
sum;psi_3;6;6;HC;HC;2000;TRUE;0,9607;0,9689;0,8947;0,9873;1;0,9215;0,961;0,963;0,9909;0,9468;0,9812;0,9785;0,9836;1;0,9648
sum;psi_4;2;2;HC;HC;2000;TRUE;0,9722;0,9547;1;1;0,938;0,9372;0,9654;0,9663;0,9024;0,984;0,9437;0,9677;0,9047;0,9445;0,9635
sum;psi_4;3;3;HC;HC;2000;TRUE;0,9262;0,9217;1;0,962;0,8605;0,8691;0,9481;0,9327;0,9329;0,9335;0,8967;0,9355;0,9223;0,8338;0,924
sum;psi_4;4;4;HC;HC;2000;TRUE;0,9397;0,9244;1;0,962;0,8915;0,8691;0,9394;0,9327;0,9299;0,9388;0,9108;0,9312;0,9225;0,8354;0,9321
sum;psi_4;5;5;HC;HC;2000;TRUE;0,9187;0,926;1;0,962;0,907;0,8691;0,9437;0,9327;0,9268;0,9335;0,9178;0,9333;0,9152;0,8202;0,9224
sum;psi_4;6;6;HC;HC;2000;TRUE;0,9187;0,9193;1;0,962;0,8605;0,8691;0,9481;0,9327;0,9207;0,9309;0,8991;0,9312;0,9223;0,8348;0,919
sum;psi_5;2;2;HC;HC;2000;TRUE;0,952;0,9536;0,7368;0,9494;1;0,9424;0,8312;0,9495;0,9787;0,9255;0,9906;0,9892;0,9946;1;0,9528
sum;psi_5;3;3;HC;HC;2000;TRUE;0,9528;0,9536;0,7368;0,9494;1;0,9424;0,8312;0,9495;0,9787;0,9255;0,9906;0,9892;0,9946;1;0,9532
sum;psi_5;4;4;HC;HC;1647;TRUE;0,9996;0,9921;1;1;1;0,9895;1;1;1;0,9761;1;0,9806;0,9984;1;0,9959
sum;psi_5;5;5;HC;HC;2000;TRUE;0,9877;0,9902;1;0,9873;1;0,9738;1;0,9966;0,9909;0,9814;1;0,9828;0,996;1;0,9889
sum;psi_5;6;6;HC;HC;1035;TRUE;1;0,9941;1;1;1;1;1;1;1;0,9814;1;0,9828;1;1;0,997
sum;psi_6;2;2;HC;HC;2000;TRUE;0,9155;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9322;0,9087;0,9135
sum;psi_6;3;3;HC;HC;2000;TRUE;0,9163;0,9118;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,9413;0,9527;0,9386;0,9077;0,9141
sum;psi_6;4;4;HC;HC;2000;TRUE;0,9167;0,9126;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,946;0,9527;0,9386;0,9087;0,9147
sum;psi_6;5;5;HC;HC;2000;TRUE;0,9163;0,9158;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9451;0,875;0,9413;0,9613;0,9386;0,8969;0,9161
sum;psi_6;6;6;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
sum;psi_7;6;6;HC;HC;2000;TRUE;0,7724;0,7934;1;0,8608;0,6357;0,7644;0,8961;0,7239;0,7866;0,8511;0,777;0,7957;0,6998;0,671;0,7829
sum;psi_7;7;7;HC;HC;2000;TRUE;0,8878;0,8142;1;0,9747;0,6822;0,8586;0,9481;0,6902;0,7835;0,8378;0,8146;0,8129;0,7115;0,6951;0,8509
sum;psi_7;8;8;HC;HC;2000;TRUE;0,8069;0,8253;1;0,9747;0,7132;0,7958;0,9481;0,8182;0,7561;0,8564;0,7793;0,8452;0,7013;0,7985;0,8161
sum;psi_7;9;9;HC;HC;2000;TRUE;0,7879;0,8213;1;0,6076;0,7287;0,8168;0,9524;0,8114;0,7683;0,8484;0,7981;0,8559;0,7025;0,6104;0,8047
sum;psi_7;10;10;HC;HC;2000;TRUE;0,8684;0,8296;1;0,8354;0,7287;0,8796;0,9351;0,7407;0,8049;0,883;0,8122;0,8237;0,6958;0,7058;0,8489
sum;psi_8;6;6;HC;HC;2000;TRUE;0,883;0,8882;0,6842;0,8861;0,9845;0,7539;0,8052;0,9293;0,9207;0,8777;0,9272;0,8903;0,9608;1;0,8856
sum;psi_8;7;7;HC;HC;2000;TRUE;0,9794;0,9787;1;0,9747;1;0,9005;0,9784;0,9832;1;0,9814;0,9812;0,9828;0,9671;0,9949;0,9791
sum;psi_8;8;8;HC;HC;2000;TRUE;0,9877;0,9854;1;0,9747;1;0,9005;0,9827;0,9832;1;0,9814;1;1;0,9839;0,9968;0,9866
sum;psi_8;9;9;HC;HC;2000;TRUE;0,9893;0,9866;1;0,9873;0,9922;0,9843;0,9957;0,9966;0,9726;0,9947;0,9812;0,9828;0,9802;0,9601;0,988
sum;psi_8;10;10;HC;HC;2000;TRUE;0,9972;0,9803;1;0,9747;1;0,9058;0,9913;0,9933;0,9512;0,9947;0,9812;1;0,9818;0,997;0,9887
sum;psi_9;2;2;HC;HC;1406;TRUE;0,9996;1;1;1;1;1;1;1;1;1;1;1;0,9998;1;0,9998
sum;psi_9;3;3;HC;HC;2000;TRUE;0,9009;0,9111;1;1;0,969;0,9738;0,9221;0,9428;0,8384;0,9734;0,8826;0,8516;0,8141;0,9706;0,906
sum;psi_9;4;4;HC;HC;2000;TRUE;0,9151;0,9185;1;0,9873;0,9535;0,9738;0,9307;0,9529;0,8506;0,9681;0,9131;0,8559;0,8357;0,9702;0,9168
sum;psi_9;5;5;HC;HC;2000;TRUE;0,981;0,9717;1;1;0,9845;0,9791;0,9654;0,9899;0,9695;0,9947;0,9554;0,9484;0,9509;0,9704;0,9763
sum;psi_10;2;2;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
sum;psi_10;3;3;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
sum;psi_10;4;4;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
sum;psi_10;5;5;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
sum;psi_11;2;2;HC;HC;2000;TRUE;0,9528;0,95;1;0,9114;0,814;0,9058;0,9481;0,9562;0,9329;0,984;0,9671;0,9763;0,9717;0,8099;0,9514
sum;psi_11;3;3;HC;HC;2000;TRUE;0,977;0,9705;1;0,7595;0,9302;0,9215;0,9913;0,9832;0,9665;0,992;0,9765;0,9978;0,9778;0,6432;0,9737
sum;psi_11;4;4;HC;HC;2000;TRUE;0,9889;0,9819;1;0,9494;0,8837;0,9058;1;1;0,9848;1;0,993;0,9978;0,9931;0,935;0,9854
sum;psi_11;5;5;HC;HC;2000;TRUE;0,998;0,9878;1;0,9747;1;0,9895;1;0,9966;0,9756;0,9894;0,9977;0,972;0,9964;0,6518;0,9929
sum;psi_11;6;6;HC;HC;2000;TRUE;0,9968;0,9886;1;0,9747;0,9845;0,9686;0,9957;1;0,9848;0,984;1;0,9849;0,995;0,9747;0,9927
sum;psi_12;2;2;HC;HC;2000;TRUE;0,9203;0,9059;0,8421;0,8734;0,876;0,8429;0,7706;0,9327;0,9421;0,8963;0,9671;0,9247;0,9671;0,8828;0,9131
sum;psi_12;3;3;HC;HC;2000;TRUE;0,9409;0,9429;0,8947;0,9747;0,8915;0,9215;0,9221;0,9697;0,9482;0,9309;0,9718;0,9355;0,9671;0,8562;0,9419
sum;psi_12;4;4;HC;HC;2000;TRUE;0,9564;0,9555;0,8947;0,962;0,938;0,9215;0,9524;0,963;0,9604;0,9441;0,9765;0,9591;0,9746;0,9723;0,956
sum;psi_12;5;5;HC;HC;2000;TRUE;0,954;0,939;0,8421;0,9494;0,8915;0,9005;0,9307;0,9697;0,939;0,9441;0,9742;0,9183;0,9709;0,9216;0,9465
sum;psi_13;2;2;HC;HC;2000;TRUE;0,9136;0,9142;1;0,9873;0,9535;0,9686;0,9307;0,9057;0,8841;0,9495;0,8967;0,871;0,7519;0,9911;0,9139
sum;psi_13;3;3;HC;HC;2000;TRUE;0,8307;0,8335;0,9474;0,9494;0,845;0,8534;0,8615;0,7609;0,8049;0,875;0,838;0,8129;0,7505;0,7947;0,8321
sum;psi_13;4;4;HC;HC;2000;TRUE;0,9937;0,9941;1;0,9873;0,9922;1;0,9957;0,9899;0,9787;0,9973;0,9977;1;0,9514;0,9994;0,9939
sum;psi_13;5;5;HC;HC;2000;TRUE;0,6534;0,6741;0,8421;0,7342;0,6124;0,5707;0,6104;0,6061;0,6738;0,75;0,6878;0,7183;0,5505;0,6048;0,6638
sum;psi_14;2;2;HC;HC;2000;TRUE;0,8672;0,9343;0,7895;0,7468;0,845;0,8586;0,9437;0,8687;0,9939;0,9362;0,9624;0,9957;0,9834;0,8141;0,9008
sum;psi_14;3;3;HC;HC;2000;TRUE;0,8929;0,9445;0,9474;0,8481;0,8682;0,8691;0,9524;0,8788;0,997;0,9468;0,9718;0,9871;0,9849;0,8668;0,9188
sum;psi_14;4;4;HC;HC;2000;TRUE;0,9988;0,9831;1;1;1;1;1;1;0,936;1;0,9484;1;0,9984;0,9895;0,9909
sum;psi_14;5;5;HC;HC;2000;TRUE;0,9663;0,9721;1;0,9494;0,9457;0,9424;0,9697;0,9428;0,9939;0,9707;0,9742;0,9978;0,9883;0,8658;0,9692
sum;psi_15;3;3;HC;HC;2000;TRUE;0,8049;0,8264;0,8421;0,7342;0,7442;0,7749;0,8398;0,8081;0,8659;0,8324;0,8615;0,8258;0,8904;0,8046;0,8157
sum;psi_15;4;4;HC;HC;2000;TRUE;0,7962;0,8201;0,8421;0,7468;0,7752;0,7958;0,7662;0,8418;0,878;0,8085;0,8709;0,7892;0,9041;0,7923;0,8082
sum;psi_15;5;5;HC;HC;2000;TRUE;0,8549;0,8343;0,8421;0,7975;0,7984;0,8063;0,8052;0,8215;0,8232;0,8723;0,8568;0,8409;0,9106;0,8034;0,8446
sum;psi_15;6;6;HC;HC;2000;TRUE;0,8236;0,8367;0,8421;0,9494;0,6744;0,7696;0,8398;0,8552;0,8628;0,8245;0,8826;0,8258;0,9069;0,3738;0,8301
sum;psi_15;7;7;HC;HC;2000;TRUE;0,8204;0,8261;0,8947;0,7595;0,8062;0,7906;0,8485;0,8182;0,8445;0,8218;0,8685;0,8;0,8969;0,7823;0,8232
sum;psi_16;2;2;HC;HC;2000;TRUE;0,8989;0,9244;1;0,9241;0,7984;0,8901;0,9091;0,936;0,936;0,9176;0,9202;0,972;0,9843;0,839;0,9117
sum;psi_16;3;3;HC;HC;2000;TRUE;0,7597;0,7186;0,3158;0,6456;0,7364;0,712;0,5455;0,7912;0,8933;0,4229;0,8756;0,757;0,9631;0,5957;0,7391
sum;psi_16;4;4;HC;HC;2000;TRUE;0,9144;0,9288;1;0,9747;0,8527;0,8796;0,9221;0,9158;0,936;0,9362;0,9296;0,9591;0,9877;0,7627;0,9216
sum;psi_16;5;5;HC;HC;2000;TRUE;0,8902;0,8725;0,5789;0,8354;0,8217;0,8063;0,8268;0,899;0,9299;0,8059;0,9178;0,9097;0,9782;0,5912;0,8813
sum;psi_16;6;6;HC;HC;2000;TRUE;0,8473;0,893;0,9474;0,9241;0,7442;0,7906;0,8788;0,8956;0,9299;0,875;0,8991;0,957;0,9818;0,5957;0,8702
mean;psi_1;2;2;HC;HC;244;TRUE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
mean;psi_1;3;3;HC;HC;2000;TRUE;0,5059;0,4888;0,4737;0,443;0,4186;0,466;0,4805;0,4781;0,5213;0,5;0,4789;0,514;0,4998;0,3505;0,4973
mean;psi_1;4;4;HC;HC;631;TRUE;0,9996;1;1;1;1;1;1;1;1;1;1;1;1;1;0,9998
mean;psi_2;2;2;HC;HC;2000;TRUE;0,8442;0,8819;1;0,962;0,7364;0,6859;0,8701;0,8148;0,9299;0,8989;0,9155;0,9548;0,9542;0,6143;0,8631
mean;psi_2;3;3;HC;HC;2000;TRUE;0,9377;0,9414;1;0,9747;0,8527;0,8377;0,9351;0,9125;0,9695;0,9441;0,9531;0,9892;0,9711;0,7034;0,9396
mean;psi_2;4;4;HC;HC;1571;TRUE;0,9996;0,9996;1;1;1;1;1;0,9966;1;1;1;1;0,9994;1;0,9996
mean;psi_2;5;5;HC;HC;2000;TRUE;0,7942;0,843;1;0,8228;0,6667;0,6283;0,8528;0,7879;0,9085;0,8457;0,8897;0,9161;0,9457;0,6137;0,8187
mean;psi_3;2;2;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
mean;psi_3;3;3;HC;HC;2000;TRUE;0,9568;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9483
mean;psi_3;4;4;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
mean;psi_3;5;5;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
mean;psi_3;6;6;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
mean;psi_4;2;2;HC;HC;2000;TRUE;0,9195;0,9185;1;0,962;0,8605;0,8691;0,9481;0,9327;0,9177;0,9309;0,8967;0,9312;0,9223;0,8356;0,919
mean;psi_4;3;3;HC;HC;2000;TRUE;0,9262;0,9221;1;0,962;0,8605;0,8796;0,9481;0,9293;0,9268;0,9362;0,8991;0,9355;0,9225;0,884;0,9242
mean;psi_4;4;4;HC;HC;2000;TRUE;0,9195;0,9185;1;0,962;0,8605;0,8691;0,9481;0,9327;0,9177;0,9309;0,8967;0,9312;0,9223;0,8356;0,919
mean;psi_4;5;5;HC;HC;2000;TRUE;0,9255;0,9229;1;0,962;0,8915;0,8953;0,9481;0,9293;0,9116;0,9362;0,9014;0,9333;0,9219;0,8356;0,9242
mean;psi_4;6;6;HC;HC;2000;TRUE;0,9195;0,9185;1;0,962;0,8605;0,8691;0,9481;0,9327;0,9177;0,9309;0,8967;0,9312;0,9223;0,8356;0,919
mean;psi_5;2;2;HC;HC;2000;TRUE;0,9528;0,9536;0,7368;0,9494;1;0,9424;0,8312;0,9495;0,9787;0,9255;0,9906;0,9892;0,9946;1;0,9532
mean;psi_5;3;3;HC;HC;2000;TRUE;0,9528;0,9536;0,7368;0,9494;1;0,9424;0,8312;0,9495;0,9787;0,9255;0,9906;0,9892;0,9946;1;0,9532
mean;psi_5;4;4;HC;HC;2000;TRUE;0,9528;0,9536;0,7368;0,9494;1;0,9424;0,8312;0,9495;0,9787;0,9255;0,9906;0,9892;0,9946;1;0,9532
mean;psi_5;5;5;HC;HC;1543;TRUE;1;1;1;1;1;1;1;1;1;1;1;1;0,9998;1;1
mean;psi_5;6;6;HC;HC;2000;TRUE;0,9528;0,9536;0,7368;0,9494;1;0,9424;0,8312;0,9495;0,9787;0,9255;0,9906;0,9892;0,9946;1;0,9532
mean;psi_6;2;2;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
mean;psi_6;3;3;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
mean;psi_6;4;4;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
mean;psi_6;5;5;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
mean;psi_6;6;6;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
mean;psi_7;6;6;HC;HC;2000;TRUE;0,8489;0,8111;1;0,9747;0,7597;0,8168;0,9827;0,7643;0,747;0,9016;0,7441;0,7656;0,6845;0,9923;0,8299
mean;psi_7;7;7;HC;HC;2000;TRUE;0,86;0,8402;1;0,9747;0,8527;0,9005;0,9654;0,8047;0,7805;0,9176;0,7653;0,7914;0,7965;0,9887;0,8501
mean;psi_7;8;8;HC;HC;2000;TRUE;0,9199;0,8453;1;0,9873;0,7364;0,822;0,9307;0,7778;0,872;0,8723;0,8239;0,8344;0,7335;0,7107;0,8825
mean;psi_7;9;9;HC;HC;2000;TRUE;0,9088;0,8528;1;0,9747;0,8372;0,8639;0,8874;0,7576;0,8537;0,9309;0,8122;0,843;0,6288;0,9945;0,8807
mean;psi_7;10;10;HC;HC;2000;TRUE;0,7962;0,7855;1;0,9747;0,6744;0,7696;0,9048;0,7138;0,7774;0,8378;0,7559;0,7591;0,6494;0,8052;0,7908
mean;psi_8;6;6;HC;HC;2000;TRUE;0,9782;0,9642;1;0,9494;0,9845;0,8691;0,987;0,9899;0,9665;0,992;0,9624;0,9484;0,9669;1;0,9712
mean;psi_8;7;7;HC;HC;2000;TRUE;0,9937;0,9791;1;1;1;0,9686;0,9957;0,9966;0,9665;0,9947;0,9624;0,9656;0,9798;1;0,9864
mean;psi_8;8;8;HC;HC;2000;TRUE;0,9972;0,9854;1;0,9747;0,9922;0,9581;0,9957;1;0,9756;0,9973;0,9812;0,9828;0,978;1;0,9913
mean;psi_8;9;9;HC;HC;2000;TRUE;0,9984;0,9902;1;1;0,9922;0,9634;0,9957;1;1;1;0,9812;0,9828;0,979;1;0,9943
mean;psi_8;10;10;HC;HC;2000;TRUE;0,9909;0,9681;1;0,9747;0,9845;0,8586;0,9913;0,9966;0,9146;0,9947;0,9812;0,9806;0,9691;1;0,9795
mean;psi_9;2;2;HC;HC;2000;TRUE;0,7565;0,8135;1;0,9747;0,938;0,9738;0,8918;0,7912;0,7744;0,9521;0,6808;0,6903;0,3971;0,9642;0,7851
mean;psi_9;3;3;HC;HC;2000;TRUE;0,7561;0,8135;1;0,9747;0,938;0,9738;0,8918;0,7912;0,7744;0,9521;0,6808;0,6903;0,3971;0,9642;0,7849
mean;psi_9;4;4;HC;HC;2000;TRUE;0,7565;0,8135;1;0,9747;0,938;0,9738;0,8918;0,7912;0,7744;0,9521;0,6808;0,6903;0,3971;0,9642;0,7851
mean;psi_9;5;5;HC;HC;2000;TRUE;0,7565;0,8135;1;0,9747;0,938;0,9738;0,8918;0,7912;0,7744;0,9521;0,6808;0,6903;0,3971;0,9642;0,7851
mean;psi_10;2;2;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
mean;psi_10;3;3;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
mean;psi_10;4;4;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
mean;psi_10;5;5;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
mean;psi_11;2;2;HC;HC;2000;TRUE;0,483;0,5128;1;0,7848;0,6589;0,8586;0,7662;0,4343;0,1159;0,9654;0,1761;0,4108;0,0567;0,3069;0,4979
mean;psi_11;3;3;HC;HC;2000;TRUE;0,8089;0,8457;1;0,7848;0,8062;0,712;0,8788;0,9091;0,8293;0,8537;0,8897;0,8237;0,9485;0,427;0,8274
mean;psi_11;4;4;HC;HC;2000;TRUE;0,8287;0,806;1;0,6329;0,7364;0,801;0,8485;0,9293;0,5854;0,8351;0,892;0,8022;0,9598;0,164;0,8173
mean;psi_11;5;5;HC;HC;2000;TRUE;0,8454;0,7977;1;0,9114;0,845;0,8325;0,8571;0,8114;0,6646;0,8511;0,7653;0,7849;0,8577;0,3021;0,8214
mean;psi_11;6;6;HC;HC;2000;TRUE;0,483;0,5128;1;0,7848;0,6589;0,8586;0,7662;0,4343;0,1159;0,9654;0,1761;0,4108;0,0567;0,3069;0,4979
mean;psi_12;2;2;HC;HC;2000;TRUE;0,7189;0,6958;0,8421;0,7342;0,6822;0,644;0,6667;0,7306;0,5335;0,7872;0,669;0,7656;0,7461;0,6313;0,7073
mean;psi_12;3;3;HC;HC;2000;TRUE;0,7831;0,7328;0,8421;0,8608;0,7907;0,7173;0,71;0,7609;0,625;0,7952;0,7113;0,7355;0,8298;0,6973;0,7579
mean;psi_12;4;4;HC;HC;2000;TRUE;0,7641;0,7182;0,8421;0,8734;0,7364;0,6492;0,7273;0,7811;0,5396;0,7739;0,6408;0,8172;0,8559;0,7283;0,7411
mean;psi_12;5;5;HC;HC;2000;TRUE;0,7791;0,7379;0,8421;0,8734;0,8295;0,6702;0,7446;0,7407;0,5945;0,8005;0,662;0,828;0,8898;0,6333;0,7584
mean;psi_13;2;2;HC;HC;2000;TRUE;0,9956;0,9988;1;0,9873;1;1;1;1;0,997;0,9973;1;1;0,9683;1;0,9972
mean;psi_13;3;3;HC;HC;2000;TRUE;0,9956;0,9957;1;0,9873;1;0,9948;1;0,9933;0,9939;0,992;1;0,9957;0,9742;1;0,9957
mean;psi_13;4;4;HC;HC;2000;TRUE;0,4552;0,5277;0,8421;0,6329;0,4031;0,4084;0,5974;0,4579;0,5976;0,6543;0,5117;0,4538;0,4364;0,5866;0,4916
mean;psi_13;5;5;HC;HC;2000;TRUE;0,9972;0,9996;1;0,9873;1;1;1;1;1;1;1;1;0,9814;1;0,9984
mean;psi_14;2;2;HC;HC;2000;TRUE;0,8707;0,9374;0,9474;0,7848;0,845;0,8639;0,9437;0,8721;0,9939;0,9362;0,9624;0,9957;0,9834;0,8176;0,9042
